# trace: 第一关-0-60秒-内存录屏.json
# startTime: 2026-05-02T13:34:03.731Z
# tsMin: 48886771547 tsMax: 48971073769 range_us: 84302222
time_s,event,documents,jsListeners,nodes,heap_used_mb,gc_heap_before_mb,gc_heap_after_mb,dur_ms,url_or_note
41.713,XHRLoad,,,,,,,0.803,http://localhost:7456/assets/prefabs_sub/import/b6/b642996c-23e3-493f-a5b0-a00e7657a4fb.json
41.713,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/b6/b642996c-23e3-493f-a5b0-a00e7657a4fb.png
41.714,XHRLoad,,,,,,,1.143,http://localhost:7456/assets/prefabs_sub/import/aa/aa7227a7-3ec8-433c-95ff-edf6d3a65e79.json
41.714,UpdateCounters,1,1315,1262,49.03,,,,
41.715,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/aa/aa7227a7-3ec8-433c-95ff-edf6d3a65e79.png
41.716,XHRLoad,,,,,,,0.676,http://localhost:7456/assets/prefabs_sub/import/c9/c9359316-2cce-462d-910e-55ef4848aec3.json
41.716,UpdateCounters,1,1317,1263,49.03,,,,
41.717,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/c9/c9359316-2cce-462d-910e-55ef4848aec3.png
41.717,XHRLoad,,,,,,,0.635,http://localhost:7456/assets/prefabs_sub/import/7b/7bff7149-01b9-442c-9408-3907585d3f8b.json
41.718,UpdateCounters,1,1319,1264,49.04,,,,
41.718,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/7b/7bff7149-01b9-442c-9408-3907585d3f8b.png
41.719,XHRLoad,,,,,,,1.094,http://localhost:7456/assets/prefabs_sub/import/74/745ee7bc-245f-4305-941d-1354786b03ea@6c48a.json
41.719,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/745ee7bc-245f-4305-941d-1354786b03ea
41.720,UpdateCounters,1,1322,1265,49.05,,,,
41.721,XHRLoad,,,,,,,1.262,http://localhost:7456/assets/prefabs_sub/import/fd/fdd8dcb8-ebf4-4069-9e70-c242196e3533@6c48a.json
41.721,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/fdd8dcb8-ebf4-4069-9e70-c242196e3533
41.722,UpdateCounters,1,1323,1265,49.06,,,,
41.722,XHRLoad,,,,,,,1.147,http://localhost:7456/query-extname/42983d87-2c4f-48ea-ba4a-3e11e0dfc7d5
41.723,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/42/42983d87-2c4f-48ea-ba4a-3e11e0dfc7d5.json
41.724,XHRLoad,,,,,,,1.121,http://localhost:7456/query-extname/33a2709c-f799-4bff-adc1-8dedcad455d4
41.724,UpdateCounters,1,1327,1265,49.06,,,,
41.725,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/33/33a2709c-f799-4bff-adc1-8dedcad455d4.json
41.726,XHRLoad,,,,,,,0.179,http://localhost:7456/query-extname/99557bc6-19df-41b5-ba27-c1a2f6fe0b73
41.726,UpdateCounters,1,1331,1265,49.07,,,,
41.727,XHRLoad,,,,,,,0.127,http://localhost:7456/query-extname/d575767f-4cc6-4be9-9e99-f3fca4b0b979
41.735,XHRLoad,,,,,,,1.124,http://localhost:7456/assets/prefabs_sub/import/2c/2c33b317-d0f9-467e-a755-6b612ae3166c@6c48a.json
41.735,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/2c33b317-d0f9-467e-a755-6b612ae3166c
41.736,UpdateCounters,1,1332,1265,49.49,,,,
41.737,XHRLoad,,,,,,,1.066,http://localhost:7456/assets/prefabs_sub/import/e1/e11c3802-18f7-4c26-867a-7d5c3c372aff@6c48a.json
41.737,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/e11c3802-18f7-4c26-867a-7d5c3c372aff
41.738,UpdateCounters,1,1333,1265,49.50,,,,
41.738,XHRLoad,,,,,,,0.993,http://localhost:7456/assets/prefabs_sub/import/aa/aa8192fa-6954-4559-bddd-f702722f8dd5@f9941.json
41.739,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/aa8192fa-6954-4559-bddd-f702722f8dd5@6c48a
41.739,UpdateCounters,1,1334,1265,49.51,,,,
41.740,XHRLoad,,,,,,,1.578,http://localhost:7456/assets/prefabs_sub/import/07/077dca75-b233-4250-b262-afd1c517b272@f9941.json
41.741,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/077dca75-b233-4250-b262-afd1c517b272@6c48a
41.741,UpdateCounters,1,1335,1265,49.53,,,,
41.742,XHRLoad,,,,,,,1.136,http://localhost:7456/assets/prefabs_sub/import/c6/c6d6ca29-947a-4c2c-b827-2cb4a59a81e6@6c48a.json
41.742,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/c6d6ca29-947a-4c2c-b827-2cb4a59a81e6
41.743,UpdateCounters,1,1336,1265,49.53,,,,
41.744,XHRLoad,,,,,,,0.971,http://localhost:7456/query-extname/13d21042-6c6e-40f2-8176-5ba0deadd2b4
41.744,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/13/13d21042-6c6e-40f2-8176-5ba0deadd2b4.json
41.745,XHRLoad,,,,,,,0.632,http://localhost:7456/query-extname/5397341e-f93b-4604-9589-8dabdfef274c
41.745,UpdateCounters,1,1340,1265,49.54,,,,
41.745,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/53/5397341e-f93b-4604-9589-8dabdfef274c.json
41.746,XHRLoad,,,,,,,0.671,http://localhost:7456/query-extname/0c5d94f5-719a-4e69-a63b-a80f80ff5fe7
41.746,UpdateCounters,1,1344,1265,49.54,,,,
41.746,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/0c/0c5d94f5-719a-4e69-a63b-a80f80ff5fe7.json
41.747,UpdateCounters,1,1350,1265,49.55,,,,
41.748,XHRLoad,,,,,,,1.754,http://localhost:7456/assets/prefabs_sub/import/30/3074bc40-4d4a-41f2-ae90-b64d38854a9d@6c48a.json
41.749,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/3074bc40-4d4a-41f2-ae90-b64d38854a9d
41.750,UpdateCounters,1,1351,1265,49.56,,,,
41.750,XHRLoad,,,,,,,1.586,http://localhost:7456/assets/prefabs_sub/import/57/5788bb6d-a047-4a0d-83ad-319cd359ef8f@6c48a.json
41.751,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/5788bb6d-a047-4a0d-83ad-319cd359ef8f
41.752,UpdateCounters,1,1352,1265,49.57,,,,
41.752,XHRLoad,,,,,,,0.973,http://localhost:7456/assets/prefabs_sub/import/ce/cecf09a2-db37-4f0e-8257-e965ff37d398@6c48a.json
41.753,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/cecf09a2-db37-4f0e-8257-e965ff37d398
41.753,UpdateCounters,1,1353,1265,49.58,,,,
41.754,UpdateCounters,1,1355,1265,49.58,,,,
41.755,XHRLoad,,,,,,,0.545,http://localhost:7456/assets/prefabs_sub/import/42/42983d87-2c4f-48ea-ba4a-3e11e0dfc7d5.json
41.755,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/42/42983d87-2c4f-48ea-ba4a-3e11e0dfc7d5.png
41.756,XHRLoad,,,,,,,0.737,http://localhost:7456/query-extname/745ee7bc-245f-4305-941d-1354786b03ea
41.756,UpdateCounters,1,1357,1266,49.59,,,,
41.756,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/74/745ee7bc-245f-4305-941d-1354786b03ea.json
41.757,XHRLoad,,,,,,,0.685,http://localhost:7456/assets/prefabs_sub/import/33/33a2709c-f799-4bff-adc1-8dedcad455d4.json
41.758,UpdateCounters,1,1361,1266,49.59,,,,
41.758,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/33/33a2709c-f799-4bff-adc1-8dedcad455d4.png
41.758,XHRLoad,,,,,,,0.692,http://localhost:7456/query-extname/fdd8dcb8-ebf4-4069-9e70-c242196e3533
41.758,UpdateCounters,1,1363,1267,49.59,,,,
41.759,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/fd/fdd8dcb8-ebf4-4069-9e70-c242196e3533.json
41.760,UpdateCounters,1,1367,1267,49.60,,,,
41.764,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/d5/d575767f-4cc6-4be9-9e99-f3fca4b0b979.json
41.765,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/99/99557bc6-19df-41b5-ba27-c1a2f6fe0b73.json
41.765,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/36/3631af52-6115-45f9-a256-175007e863d2@6c48a.json
41.765,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/8d/8d98d44d-5624-4210-99fe-c74ff5beb94d@6c48a.json
41.766,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/80/80d5a315-8cff-43cf-92d6-ba5362e5201a@6c48a.json
41.767,UpdateCounters,1,1387,1267,50.02,,,,
41.769,UpdateCounters,1,1389,1267,50.03,,,,
41.770,UpdateCounters,1,1391,1267,50.03,,,,
41.770,UpdateCounters,1,1393,1267,50.03,,,,
41.771,XHRLoad,,,,,,,0.741,http://localhost:7456/query-extname/2c33b317-d0f9-467e-a755-6b612ae3166c
41.771,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/2c/2c33b317-d0f9-467e-a755-6b612ae3166c.json
41.772,XHRLoad,,,,,,,0.566,http://localhost:7456/query-extname/e11c3802-18f7-4c26-867a-7d5c3c372aff
41.772,UpdateCounters,1,1397,1267,50.04,,,,
41.772,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/e1/e11c3802-18f7-4c26-867a-7d5c3c372aff.json
41.773,XHRLoad,,,,,,,1.346,http://localhost:7456/query-extname/aa8192fa-6954-4559-bddd-f702722f8dd5@6c48a
41.773,UpdateCounters,1,1401,1267,50.04,,,,
41.774,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/aa/aa8192fa-6954-4559-bddd-f702722f8dd5@6c48a.json
41.775,XHRLoad,,,,,,,0.18,http://localhost:7456/query-extname/077dca75-b233-4250-b262-afd1c517b272@6c48a
41.775,UpdateCounters,1,1405,1267,50.04,,,,
41.776,XHRLoad,,,,,,,0.881,http://localhost:7456/assets/prefabs_sub/import/13/13d21042-6c6e-40f2-8176-5ba0deadd2b4.json
41.776,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/13/13d21042-6c6e-40f2-8176-5ba0deadd2b4.png
41.777,XHRLoad,,,,,,,0.16,http://localhost:7456/query-extname/c6d6ca29-947a-4c2c-b827-2cb4a59a81e6
41.777,UpdateCounters,1,1407,1268,50.05,,,,
41.778,XHRLoad,,,,,,,0.839,http://localhost:7456/assets/prefabs_sub/import/53/5397341e-f93b-4604-9589-8dabdfef274c.json
41.778,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/53/5397341e-f93b-4604-9589-8dabdfef274c.png
41.779,XHRLoad,,,,,,,0.44,http://localhost:7456/assets/prefabs_sub/import/0c/0c5d94f5-719a-4e69-a63b-a80f80ff5fe7.json
41.779,UpdateCounters,1,1409,1269,50.06,,,,
41.779,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/0c/0c5d94f5-719a-4e69-a63b-a80f80ff5fe7.png
41.780,XHRLoad,,,,,,,0.146,http://localhost:7456/query-extname/3074bc40-4d4a-41f2-ae90-b64d38854a9d
41.780,UpdateCounters,1,1411,1270,50.06,,,,
41.780,XHRLoad,,,,,,,0.095,http://localhost:7456/query-extname/5788bb6d-a047-4a0d-83ad-319cd359ef8f
41.781,XHRLoad,,,,,,,0.072,http://localhost:7456/query-extname/cecf09a2-db37-4f0e-8257-e965ff37d398
41.781,XHRLoad,,,,,,,1.137,http://localhost:7456/assets/prefabs_sub/import/74/745ee7bc-245f-4305-941d-1354786b03ea.json
41.782,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/74/745ee7bc-245f-4305-941d-1354786b03ea.png
41.783,XHRLoad,,,,,,,1.041,http://localhost:7456/assets/prefabs_sub/import/fd/fdd8dcb8-ebf4-4069-9e70-c242196e3533.json
41.783,UpdateCounters,1,1413,1271,50.07,,,,
41.784,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/fd/fdd8dcb8-ebf4-4069-9e70-c242196e3533.png
41.785,UpdateCounters,1,1415,1272,50.07,,,,
41.794,UpdateCounters,1,1417,1272,50.48,,,,
41.794,UpdateCounters,1,1419,1272,50.49,,,,
41.795,XHRLoad,,,,,,,0.667,http://localhost:7456/assets/prefabs_sub/import/d5/d575767f-4cc6-4be9-9e99-f3fca4b0b979.json
41.795,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/d5/d575767f-4cc6-4be9-9e99-f3fca4b0b979.png
41.798,XHRLoad,,,,,,,0.999,http://localhost:7456/assets/prefabs_sub/import/99/99557bc6-19df-41b5-ba27-c1a2f6fe0b73.json
41.798,UpdateCounters,1,1421,1273,50.50,,,,
41.798,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/99/99557bc6-19df-41b5-ba27-c1a2f6fe0b73.png
41.799,XHRLoad,,,,,,,2.28,http://localhost:7456/assets/prefabs_sub/import/36/3631af52-6115-45f9-a256-175007e863d2@6c48a.json
41.801,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/3631af52-6115-45f9-a256-175007e863d2
41.802,UpdateCounters,1,1424,1274,50.51,,,,
41.803,XHRLoad,,,,,,,1.261,http://localhost:7456/assets/prefabs_sub/import/8d/8d98d44d-5624-4210-99fe-c74ff5beb94d@6c48a.json
41.803,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/8d98d44d-5624-4210-99fe-c74ff5beb94d
41.804,UpdateCounters,1,1425,1274,50.52,,,,
41.805,XHRLoad,,,,,,,1.407,http://localhost:7456/assets/prefabs_sub/import/80/80d5a315-8cff-43cf-92d6-ba5362e5201a@6c48a.json
41.805,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/80d5a315-8cff-43cf-92d6-ba5362e5201a
41.806,UpdateCounters,1,1426,1274,50.53,,,,
41.808,XHRLoad,,,,,,,0.777,http://localhost:7456/assets/prefabs_sub/import/2c/2c33b317-d0f9-467e-a755-6b612ae3166c.json
41.808,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/2c/2c33b317-d0f9-467e-a755-6b612ae3166c.png
41.809,XHRLoad,,,,,,,0.575,http://localhost:7456/assets/prefabs_sub/import/e1/e11c3802-18f7-4c26-867a-7d5c3c372aff.json
41.809,UpdateCounters,1,1428,1275,50.54,,,,
41.810,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/e1/e11c3802-18f7-4c26-867a-7d5c3c372aff.png
41.810,XHRLoad,,,,,,,1.215,http://localhost:7456/assets/prefabs_sub/import/aa/aa8192fa-6954-4559-bddd-f702722f8dd5@6c48a.json
41.811,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/aa8192fa-6954-4559-bddd-f702722f8dd5
41.811,UpdateCounters,1,1431,1276,50.55,,,,
41.818,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/ce/cecf09a2-db37-4f0e-8257-e965ff37d398.json
41.819,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/57/5788bb6d-a047-4a0d-83ad-319cd359ef8f.json
41.819,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/30/3074bc40-4d4a-41f2-ae90-b64d38854a9d.json
41.819,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/c6/c6d6ca29-947a-4c2c-b827-2cb4a59a81e6.json
41.819,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/07/077dca75-b233-4250-b262-afd1c517b272@6c48a.json
41.820,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/7b/7bfe1d89-55fd-4b98-a080-8c8996061239@6c48a.json
41.820,UpdateCounters,1,1455,1276,50.98,,,,
41.823,UpdateCounters,1,1457,1276,50.98,,,,
41.823,UpdateCounters,1,1459,1276,50.99,,,,
41.824,UpdateCounters,1,1461,1276,50.99,,,,
41.824,UpdateCounters,1,1463,1276,51.00,,,,
41.824,UpdateCounters,1,1465,1276,51.00,,,,
41.825,UpdateCounters,1,1467,1276,51.01,,,,
41.825,UpdateCounters,1,1469,1276,51.01,,,,
41.825,XHRLoad,,,,,,,0.526,http://localhost:7456/query-extname/3631af52-6115-45f9-a256-175007e863d2
41.826,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/36/3631af52-6115-45f9-a256-175007e863d2.json
41.826,XHRLoad,,,,,,,0.536,http://localhost:7456/query-extname/8d98d44d-5624-4210-99fe-c74ff5beb94d
41.826,UpdateCounters,1,1473,1276,51.01,,,,
41.826,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/8d/8d98d44d-5624-4210-99fe-c74ff5beb94d.json
41.827,XHRLoad,,,,,,,0.576,http://localhost:7456/query-extname/80d5a315-8cff-43cf-92d6-ba5362e5201a
41.827,UpdateCounters,1,1477,1276,51.02,,,,
41.827,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/80/80d5a315-8cff-43cf-92d6-ba5362e5201a.json
41.828,XHRLoad,,,,,,,0.571,http://localhost:7456/query-extname/aa8192fa-6954-4559-bddd-f702722f8dd5
41.828,UpdateCounters,1,1481,1276,51.02,,,,
41.828,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/aa/aa8192fa-6954-4559-bddd-f702722f8dd5.json
41.835,UpdateCounters,1,1485,1276,51.41,,,,
41.835,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/96/967ba97c-38ff-498c-9d13-733acc1d51ec@f9941.json
41.835,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/49/49ae4b23-a187-4d05-9dc5-5d71d2641444@f9941.json
41.836,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/38/38f31616-86cd-48f6-947e-b06c582834ab@f9941.json
41.836,UpdateCounters,1,1497,1276,51.42,,,,
41.837,UpdateCounters,1,1499,1276,51.42,,,,
41.837,UpdateCounters,1,1501,1276,51.43,,,,
41.838,XHRLoad,,,,,,,0.93,http://localhost:7456/assets/prefabs_sub/import/ce/cecf09a2-db37-4f0e-8257-e965ff37d398.json
41.838,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/ce/cecf09a2-db37-4f0e-8257-e965ff37d398.png
41.839,XHRLoad,,,,,,,0.823,http://localhost:7456/assets/prefabs_sub/import/30/3074bc40-4d4a-41f2-ae90-b64d38854a9d.json
41.840,UpdateCounters,1,1503,1277,51.43,,,,
41.840,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/30/3074bc40-4d4a-41f2-ae90-b64d38854a9d.png
41.841,UpdateCounters,1,1505,1278,51.44,,,,
41.842,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/31/316fbced-e808-476f-995c-e0d4b4ed8de9@f9941.json
41.843,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/d5/d569d926-9c6c-42df-8f67-1c953f5a0254@f9941.json
41.843,UpdateCounters,1,1513,1278,51.46,,,,
41.844,XHRLoad,,,,,,,0.656,http://localhost:7456/assets/prefabs_sub/import/c6/c6d6ca29-947a-4c2c-b827-2cb4a59a81e6.json
41.844,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/c6/c6d6ca29-947a-4c2c-b827-2cb4a59a81e6.png
41.845,XHRLoad,,,,,,,0.897,http://localhost:7456/assets/prefabs_sub/import/57/5788bb6d-a047-4a0d-83ad-319cd359ef8f.json
41.845,UpdateCounters,1,1515,1279,51.47,,,,
41.845,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/57/5788bb6d-a047-4a0d-83ad-319cd359ef8f.png
41.846,XHRLoad,,,,,,,1.624,http://localhost:7456/assets/prefabs_sub/import/07/077dca75-b233-4250-b262-afd1c517b272@6c48a.json
41.847,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/077dca75-b233-4250-b262-afd1c517b272
41.848,UpdateCounters,1,1518,1280,51.48,,,,
41.850,XHRLoad,,,,,,,1.176,http://localhost:7456/assets/prefabs_sub/import/7b/7bfe1d89-55fd-4b98-a080-8c8996061239@6c48a.json
41.850,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/7bfe1d89-55fd-4b98-a080-8c8996061239
41.851,UpdateCounters,1,1519,1280,51.49,,,,
41.852,XHRLoad,,,,,,,0.687,http://localhost:7456/assets/prefabs_sub/import/36/3631af52-6115-45f9-a256-175007e863d2.json
41.852,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/36/3631af52-6115-45f9-a256-175007e863d2.png
41.853,XHRLoad,,,,,,,0.651,http://localhost:7456/assets/prefabs_sub/import/8d/8d98d44d-5624-4210-99fe-c74ff5beb94d.json
41.853,UpdateCounters,1,1521,1281,51.50,,,,
41.853,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/8d/8d98d44d-5624-4210-99fe-c74ff5beb94d.png
41.854,XHRLoad,,,,,,,0.631,http://localhost:7456/assets/prefabs_sub/import/80/80d5a315-8cff-43cf-92d6-ba5362e5201a.json
41.854,UpdateCounters,1,1523,1282,51.50,,,,
41.855,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/80/80d5a315-8cff-43cf-92d6-ba5362e5201a.png
41.855,XHRLoad,,,,,,,0.533,http://localhost:7456/assets/prefabs_sub/import/aa/aa8192fa-6954-4559-bddd-f702722f8dd5.json
41.856,UpdateCounters,1,1525,1283,51.51,,,,
41.856,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/aa/aa8192fa-6954-4559-bddd-f702722f8dd5.png
41.856,XHRLoad,,,,,,,1.35,http://localhost:7456/assets/prefabs_sub/import/96/967ba97c-38ff-498c-9d13-733acc1d51ec@f9941.json
41.857,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/967ba97c-38ff-498c-9d13-733acc1d51ec@6c48a
41.858,UpdateCounters,1,1528,1284,51.52,,,,
41.859,XHRLoad,,,,,,,0.946,http://localhost:7456/assets/prefabs_sub/import/49/49ae4b23-a187-4d05-9dc5-5d71d2641444@f9941.json
41.859,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/49ae4b23-a187-4d05-9dc5-5d71d2641444@6c48a
41.860,UpdateCounters,1,1529,1284,51.53,,,,
41.865,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/34/34d18138-1d49-44ff-8c49-02bf378711a4@f9941.json
41.865,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/2b/2b596458-6189-49f5-b46f-217db08f56d5@f9941.json
41.865,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/b2/b26fdc9c-8f8d-4342-a44e-7e6a782bfd37@f9941.json
41.866,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/9d/9d65bce7-2ee2-41d0-9d82-dd12648a2601@f9941.json
41.866,UpdateCounters,1,1545,1284,51.93,,,,
41.869,XHRLoad,,,,,,,1.333,http://localhost:7456/assets/prefabs_sub/import/38/38f31616-86cd-48f6-947e-b06c582834ab@f9941.json
41.869,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/38f31616-86cd-48f6-947e-b06c582834ab@6c48a
41.870,UpdateCounters,1,1546,1284,51.95,,,,
41.871,UpdateCounters,1,1548,1284,51.95,,,,
41.871,XHRLoad,,,,,,,1.412,http://localhost:7456/assets/prefabs_sub/import/31/316fbced-e808-476f-995c-e0d4b4ed8de9@f9941.json
41.872,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/316fbced-e808-476f-995c-e0d4b4ed8de9@6c48a
41.873,UpdateCounters,1,1549,1284,51.96,,,,
41.874,UpdateCounters,1,1551,1284,51.97,,,,
41.874,XHRLoad,,,,,,,1.147,http://localhost:7456/assets/prefabs_sub/import/d5/d569d926-9c6c-42df-8f67-1c953f5a0254@f9941.json
41.875,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/d569d926-9c6c-42df-8f67-1c953f5a0254@6c48a
41.876,UpdateCounters,1,1552,1284,51.98,,,,
41.876,UpdateCounters,1,1554,1284,51.98,,,,
41.877,UpdateCounters,1,1556,1284,51.99,,,,
41.877,XHRLoad,,,,,,,1.038,http://localhost:7456/query-extname/077dca75-b233-4250-b262-afd1c517b272
41.878,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/07/077dca75-b233-4250-b262-afd1c517b272.json
41.878,XHRLoad,,,,,,,0.624,http://localhost:7456/query-extname/7bfe1d89-55fd-4b98-a080-8c8996061239
41.878,UpdateCounters,1,1560,1284,51.99,,,,
41.879,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/7b/7bfe1d89-55fd-4b98-a080-8c8996061239.json
41.880,UpdateCounters,1,1566,1284,51.99,,,,
41.880,XHRLoad,,,,,,,0.579,http://localhost:7456/query-extname/967ba97c-38ff-498c-9d13-733acc1d51ec@6c48a
41.880,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/96/967ba97c-38ff-498c-9d13-733acc1d51ec@6c48a.json
41.881,XHRLoad,,,,,,,0.691,http://localhost:7456/query-extname/49ae4b23-a187-4d05-9dc5-5d71d2641444@6c48a
41.881,UpdateCounters,1,1570,1284,52.00,,,,
41.881,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/49/49ae4b23-a187-4d05-9dc5-5d71d2641444@6c48a.json
41.888,UpdateCounters,1,1574,1284,52.43,,,,
41.889,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/64/64177ef1-11bc-4aa2-9508-dc2b8b51eb5c@f9941.json
41.889,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/7f/7fcd0c99-1505-4923-999d-61f0c7d0f1a9@f9941.json
41.890,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/12/1247f079-7111-4103-bfd1-e57df18c25d8@f9941.json
41.890,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/03/03aeacf2-d984-4a02-9dc2-d3bf5a73d201@f9941.json
41.890,UpdateCounters,1,1590,1284,52.49,,,,
41.892,UpdateCounters,1,1592,1284,52.49,,,,
41.892,UpdateCounters,1,1594,1284,52.50,,,,
41.893,UpdateCounters,1,1596,1284,52.50,,,,
41.893,XHRLoad,,,,,,,1.388,http://localhost:7456/assets/prefabs_sub/import/34/34d18138-1d49-44ff-8c49-02bf378711a4@f9941.json
41.894,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/34d18138-1d49-44ff-8c49-02bf378711a4@6c48a
41.894,UpdateCounters,1,1597,1284,52.51,,,,
41.895,XHRLoad,,,,,,,1.866,http://localhost:7456/assets/prefabs_sub/import/2b/2b596458-6189-49f5-b46f-217db08f56d5@f9941.json
41.896,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/2b596458-6189-49f5-b46f-217db08f56d5@6c48a
41.897,UpdateCounters,1,1598,1284,52.52,,,,
